bleak,adjective: having a depressing or gloomy outlook,Unremitting overcast skies tend to lead people to create bleak literature and lugubrious music — compare England’s band Radiohead to any band from Southern California.,,,
blinkered,adjective: to have a limited outlook or understanding,"In gambling, the addict is easily blinkered by past successes and/or past failures, forgetting that the outcome of any one game is independent of the games that preceded it.",,,
bolster,verb: support and strengthen,The case for the suspect's innocence was bolstered considerably by the fact that neither fingerprints nor DNA were found at the scene.,,,
boon,"noun: a desirable state
adjective: very close and convivial","Modern technology has been a boon to the travel industry.
He was a boon companion to many, and will be sadly missed.",,,
boorish,adjective: ill-mannered and coarse or contemptible in behavior or appearance,Bukowski was known for being a boorish drunk and alienating close friends and family.,,,
bowdlerize,verb: edit by omitting or modifying parts considered indelicate,"To receive an R rating, the entire movie was bowdlerized because it contained so much violence and grotesque subject matter.",,,
brazen,adjective: unrestrained by convention or propriety,"Their large ""donations"" to the local police department gave the drug cartel the brazen confidence to do their business out in the open.",,,
bridle,"verb: the act of restraining power or action or limiting excess
verb: anger or take offense","New curfew laws have bridled people's tendency to go out at night.
The hostess bridled at the tactless dinner guests who insisted on eating before everybody had gotten their food.",,,
bristle,verb: react in an offended or angry manner,"As we discussed the painting, I noticed the artist's wife bristling at our criticisms, ready to defend her husband's work.",,,
broadside,noun: a strong verbal attack,Political broadsides are usually strongest in the weeks leading up to a national election.,,,
bromide,noun: a trite or obvious remark,"Instead of sharing his umbrella, the cheeky stranger offered Martha the following bromide: ""Looks like it's raining.""",,,
brook,verb: put up with something or somebody unpleasant,"While she was at the chalkboard, the teacher did not brook any form of talking--even a tiny peep resulted in afternoon detention.",,,
browbeat,verb: be bossy towards; discourage or frighten with threats or a domineering manner,"During the interrogation, the suspect was browbeaten into signing a false confession.",,,
brusquely,"adverb: in a blunt, direct manner","Not one for social pleasantries, the Chief of Staff would brusquely ask his subordinates anything he wanted, even coffee.",,,
buck,verb: resist,The profits at our firm bucked the general downturn that affected the real estate industry.,,,
bucolic,adjective: relating to the pleasant aspects of the country,"The noble families of England once owned vast expanses of beautiful, bucolic land.",,,
bumbling,"adjective: lacking physical movement skills, especially with the hands","Within a week of starting, the bumbling new waiter was unceremoniously fired.",,,
burgeon,verb: grow and flourish,"China's housing market is burgeoning, but some predict that the growth is merely a bubble and will burst much like the U.S. real estate bubble of 2008.",,,
buttress,verb: make stronger or defensible,China's economy has been buttressed by a global demand for the electronic parts the country manufactures.,,,
byzantine,adjective: intricate and complex,Getting a driver’s license is not simply a matter of taking a test; the regulations and procedures are so byzantine that many have found themselves at the mercy of the Department of Motor Vehicles.,,,
cadaverous,adjective: emaciated; gaunt,Some actors take challenging roles in which they have to lose so much weight that they appear cadaverous.,,,
callow,adjective: young and inexperienced,Both Los Angeles and New York are known for callow out-of-towners hoping to make it big.,,,
calumny,noun: making of a false statement meant to injure a person’s reputation,"With the presidential primaries well under way, the air is thick withcalumny, and the mud already waist-high.",,,
canard,noun: a deliberately misleading fabrication,The public will always be fooled by the media's canards.,,,
candid,adjective: a straightforward and honest look at something,"Even with a perfect stranger, Charles was always candid and would rarely hold anything back.",,,
candidness,noun: the quality of being honest and straightforward in attitude and speech,"Although I was unhappy that the relationship ended, I appreciated her candidness about why she was ready to move on from the relationship.",,,
capacity,noun noun: the amount or volume something can hold ability (especially mental),"The hotel is full to maximum capacity; there are no empty rooms. 
Few birds have the capacity to recognize themselves when looking in a mirror; most act as though there is a second bird behind the glass.",,,
capitulate,noun: to surrender (usually under agreed conditions),"Paul, losing 19-0 in a ping-pong match against his nimble friend, basically capitulated when he played the last two points with his eyes closed.",,,
capricious,adjective: determined by chance or impulse or whim rather than by necessity or reason,"Nearly every month our capricious CEO had a new plan to turn the company around, and none of them worked because we never gave them the time they needed to succeed.",,,
cardinal,adjective: of primary importance; fundamental,Most cultures consider gambling a cardinal sin and thus have outlawed its practice.,,,
carping,adjective: persistently petty and unjustified criticism,What seemed like incessant nagging and carping about my behavior from my mother turned out to be wise and useful advice that has served me well.,,,
castigate,verb: to reprimand harshly,Drill sergeants are known to castigate new recruits so mercilessly that the latter often break down during their first week in training.,,,
cataclysm,noun: an event resulting in great loss and misfortune,"The introduction of smallpox was a cataclysm for Native Americans, killing off more than half of their population.",,,
catalyst,noun: something that speeds up an event,"Rosa Park’s refusal to give up her bus seat acted as a catalyst for the Civil Rights Movement, setting into motion historic changes for African-Americans.",,,
catholic,adjective: of broad scope; universal,Jonah’s friends said that Jonah’s taste in music was eclectic; Jonah was quick to point out that not only was his taste eclectic but it was also catholic: he enjoyed music from countries as far-flung as Mali and Mongolia.,,,
cavalier,adjective: given to haughty disregard of others,Percy dismissed the issue with a cavalier wave of his hand.,,,
cede,verb: relinquish possession or control over,"Eventually, all parents must cede control of their growing childrens' educations and allow their offspring some autonomy.",,,
celerity,"noun: speed, rapidity","We aim to respond to customers' questions with celerity and accuracy, with no longer than a 24 hour wait time.",,,
censor,"verb: to examine and remove objectionable material
noun: an official who censors material","Every fall, high school English teachers are inundated by requests to censor their curriculum by removing The Catcher in the Rye and Scarlet Letter from their reading lists.
The censor insisted that every reference to drugs should be removed from the manuscript.",,,
censor,"verb: to examine and remove objectionable material
noun: an official who censors material","Every fall, high school English teachers are inundated by requests to censor their curriculum by removing The Catcher in the Rye and Scarlet Letter from their reading lists.
The censor insisted that every reference to drugs should be removed from the manuscript.",,,
censure,verb: to express strong disapproval,"After being caught in bed with a mistress, the mayor was quickly censured by the city council.",,,
cerebral,adjective: involving intelligence rather than emotions or instinct,"A cerebral analysis of most pop music finds it to be simple and childish, but that ignores the point--the music's effect on the listener.",,,
chagrin,"noun: strong feelings of embarrassment
verb: cause to feel shame; hurt the pride of","Much to the timid writer's chagrin, the audience chanted his name until he came back on the stage.
She never cared what others said about her appearance but was chagrined by the smallest comment from her mother.",,,
champion,verb: to fight for a cause,Martin Luther King Jr. championed civil rights fiercely throughout his short life.,,,
charlatan,noun: a flamboyant deceiver; one who attracts customers with tricks or jokes,"You may call him a ""motivational speaker,"" but I call him a charlatan--he doesn't have any idea what he's really talking about.",,,
chary,"adjective: cautious, suspiciously reluctant to do something","Having received three speeding tickets in the last two months, Jack was chary of driving at all above the speed limit, even on a straight stretch of highway that looked empty for miles ahead.",,,
chastise,verb: to reprimand harshly,"Though chastised for eating the snacks for the party, Lawrence shrugged off his mother’s harsh words, and continued to plow through jars of cookies and boxes of donuts.",,,
chastise,verb: to reprimand harshly,"Though chastised for eating the snacks for the party, Lawrence shrugged off his mother’s harsh words, and continued to plow through jars of cookies and boxes of donuts.",,,
chauvinism,noun: fanatical patriotism; belief that one's group/cause is superior to all other groups/causes,Vegetarians argue that man is chauvinistic in his belief that animals do not consciously feel the pain we humans do.,,,
chauvinist,noun: a person who believes in the superiority of their group,"The chauvinist lives on both sides of the political spectrum, outright shunning anybody whose ideas are not consistent with his own.",,,
check,"verb: to limit (usually modifying the growth of something)
noun: the condition of being held back or limited","Deserted for six months, the property began to look more like a jungle and less like a residence—weeds grew unchecked in the front yard
When government abuses are not kept in check, that government is likely to become autocratic.",,,
checkered,adjective: one that is marked by disreputable happenings,"One by one, the presidential candidates dropped out of the race, their respective checkered pasts— from embezzlement to infidelity—sabotaging their campaigns.",,,
chimera,noun: something desired or wished for but is only an illusion and impossible to achieve,Many believe that a world free of war is a chimera—a dream that ignores humanity's violent tendencies.,,,
chivalrous,adjective: being attentive to women like an ideal knight,"Marco's chivalrous ways, like opening doors and pulling out chairs, was much appreciated by his date.",,,
choleric,adjective: prone to outbursts of temper; easily angered,"While a brilliant lecturer, Mr. Dawson came across as choleric and unapproachable—very rarely did students come to his office hours.",,,
chortle,"verb: to chuckle, laugh merrily","Walking past the bar, I could hear happy, chortling people and the blast of horns from a jazz band.",,,
churlish,adjective: lacking manners or refinement,"The manager was unnecessarily churlish to his subordinates, rarely deigning to say hello, but always quick with a sartorial jab if someone happened to be wearing anything even slightly mismatching.",,,
circumscribe,verb: restrict or confine,Their tour of South America was circumscribed so that they saw only popular destinations and avoided the dangerous parts of cities.,,,
circumvent,verb: cleverly find a way out of one's duties or obligations,One way of circumventing the GRE is to apply to a grad school that does not require GRE scores.,,,
clemency,noun: leniency and compassion shown toward offenders by a person or agency charged with administering justice,"In the final moments of the trial, during his closing speech, Phillips was nearly begging the judge for clemency.",,,
coalesce,verb: fuse or cause to grow together,"Over time, the various tribes coalesced into a single common culture with one universal language.",,,
cogent,adjective: clear and persuasive,A cogent argument will change the minds of even the most skeptical audience.,,,
cohesive,"adjective: well integrated, forming a united whole","A well-written, cohesive essay will keep on topic at all times, never losing sight of the main argument.",,,
collusion,noun: agreement on a secret plot,"Many have argued that Lee Harvey Oswald, JFK's assassin, was in collusion with other criminals; others maintain that Oswald was a lone gunman.",,,
colossal,adjective: so great in size or force or extent as to elicit awe,"Few appreciate the colossal scale of the sun: if hollow, it could contain a million Earths.",,,
commendable,adjective: worthy of high praise,The efforts of the firefighters running into the burning building were commendable.,,,
commensurate,adjective: to be in proportion or corresponding in degree or amount,The convicted felon’s life sentence was commensurate to the heinousness of his crime.,,,
complacent,adjective: contented to a fault with oneself or one's actions,"After the water polo team won their sixth championship, they became complacent and didn't even make it to the playoffs the next year.",,,
complaisant,adjective: showing a cheerful willingness to do favors for others,"On her first day at the job, Annie was complaisant, fulfilling every request of her new employee and anticipating future requests.",,,
complementary,adjective: enhancing each other's qualities (for two things or more).,"The head waiter was careful to tell the amateur diners that red wine was complementary with beef, each bringing out subtle taste notes in the other.",,,
complicit,"adjective: Associated with or participating in an activity, especially one of a questionable nature.","While the grand jury cleared the senator of all criminal charges, in the public mind he was still complicit in the corruption.",,,
compound,"verb: make more intense, stronger, or more marked","Her headache was compounded by the construction crew outside, which had six jackhammers going at the same time.",,,
concede,"verb: acknowledge defeat
verb: admit (to a wrongdoing)
verb: give over; surrender or relinquish to the physical control of another","I concede. You win!
After a long, stern lecture from her father, Olivia conceded to having broken the window.
The Spanish were forced to concede much of the territory they had previously conquered.",,,
conciliate,verb: to make peace with,"His opponents believed his gesture to be conciliatory, yet as soon as they put down their weapons, he unsheathed a hidden sword.",,,
concomitant,adjective: describing an event or situation that happens at the same time as or in connection with another,Concomitant with his desire for nature was a desire for the culture and energy of a big city.,,,
conducive,adjective: making a situation or outcome more likely to happen,Studying in a quiet room is conducive to learning; studying in a noisy environment makes learning more difficult.,,,
conflagration,noun: a very intense and uncontrolled fire,"In the summer months, conflagrations are not uncommon in the southwest, do to the heat and lack of rain.",,,
conflate,verb: mix together different elements or concepts,"In her recent book, the author conflates several genres--the detective story, the teen thriller, and the vampire romance--to create a memorable read.",,,
