armored,a.披甲的，装甲的,0.070948061
aroma,n.芳香，香气,0.022046682
aromatic,a.芬芳的，芳香的,0.363598247
arouse,v.唤醒；激发,0.219798308
arraign,v.传讯；指责,0.060774478
arrant,a.完全的，彻底的；极坏的，臭名昭著的,0.986549236
array,v.部署；n.陈列；大批,0.119408289
arrest,v.依法逮捕；阻止，抑制,0.442720601
arresting,a.显著的，引人注意的,0.721614716
arrogant,a.傲慢的，自大的,0.953930814
arson,n.纵火，放火,0.812612013
articulate,v.清楚说话；连接,0.254519902
artifact,n.人工制品,0.988763948
artifice,n.巧办法；诡计,0.913467637
artificial,a.人造的，假的,0.502412636
artisan,n.技工,0.951661986
artistry,n.艺术技巧,0.119869876
artless,a.粗俗的；自然的,0.019148491
ascent,n.上升，攀登；提高，提升,0.573696259
ascetic,a.禁欲的；n.苦行者,0.136941721
ascribe,v.归功于；归咎于,0.061238048
aseptic,a.洁净的；无菌的,0.223391223
ashen,a.灰色的，苍白的,0.888813274
asinine,a.愚笨的,0.457332088
askance,adv.斜视地,0.685540789
askew,a./adv.歪斜的,0.119758448
aspect,n.(问题等的)方面；面貌，外表,0.645403757
aspen,n.白杨,0.973711979
aspersion,n.诽谤，中伤,0.709468499
aspirant,n.有抱负者,0.03079853
aspiration,n.抱负，热望,0.644865619
aspire,v.向往，有志于,0.119921885
assail,v.(评论)抨击；猛攻,0.473189734
assault,n.突然袭击；猛袭,0.279881352
assemble,v.集合，聚集；装配,0.23064341
assent,v.同意，赞成,0.563950672
assert,v.断言，主张,0.170888098
assert,v.断言，主张,0.737119106
assertive,a.过分自信的；断定的,0.332696448
assess,v.确定，评定；估计…的质量,0.675055704
assessment,n.估计，评价,0.554378511
assiduous,a.勤勉的；专心的,0.791341553
associate,a.联合的；n.合伙人；v.将人或事物联系起来,0.819535902
assoil,v.赦免，释放，补偿,0.043884343
assorted,a.混杂的,0.814521388
assuage,v.缓和，减轻,0.263082263
assume,v.假定；承担,0.169437558
assuming,a.傲慢的，自大的,0.731111993
assure,v.向某人保证，确信,0.242702303
assured,a.自信的；确定的,0.068591386
asterisk,n.星号,0.370620329
asteroid,n.小行星,0.441802179
astigmatic,a.散光的，乱视的,0.550343394
astound,v.使震惊,0.681336309
astray,a.迷路的，误入歧途的,0.287852364
astrology,n.占星术；占星学,0.801167695
astronomical,a.庞大的,0.175674468
astute,a.机敏的，精明的,0.853134315
asunder,a./adv.分离的；化为碎片,0.457000212
asymmetric,a.不对称的,0.33091957
atheism,n.无神论，不信神,0.987518129
atheist,n.无神论者,0.527701526
atomic,a.原子的,0.826178215
atonal,a.(音乐)无调的,0.646972198
atone,v.赎罪，补偿,0.680539042
atonement,n.弥补,0.965001406
atrocity,n.残暴，暴行,0.881725872
atrophy,n.萎缩，衰退,0.53316845
attach,v.将某物系在(另一物)上,0.654492027
atteition,n.磨损，摩擦,0.185149895
attenuate,v.变薄；减弱,0.154938831
attenuate,v.变薄；减弱,0.80856985
attest,(to)v.证明,0.147764038
attire,v.使穿衣；打扮 n.盛装，服装,0.0238491
attribute,n.属性，品质；v.把…归于,0.208545952
attune,(to)v.使调和,0.064571908
audacious,a.大胆的；愚勇的,0.259175933
audit,v.审计，核对；旁听,0.449555317
augment,v.增大，增值,0.86473006
augment,v.增大，增值,0.384189284
augury,n.预言，征兆，占卜,0.403153638
august,a.威严的，高贵的,0.737496107
auspices,n.资助，赞助,0.082848945
auspicious,a.幸运的；吉兆的,0.748516977
austere,a.朴素的,0.031253075
austerity,n.朴素，艰苦,0.897239766
authentic,a.真正的；法律证实的,0.904594774
authenticate,v.证明···是真实的,0.386979989
authoritative,a.权威的，官方的；专断的,0.047557365
authorization,n.授权，认可,0.786073816
autobiography,n.自传,0.8537645
autocracy,n.独裁政府,0.547022563
autocrat,n.独裁者,0.478486055
autograph,n.亲笔稿，手迹 a.亲笔的,0.305597725
automated,a.自动的,0.587356619
automation,n.自动装置,0.276456203
automotive,a.汽车的，自动的,0.950781521
autonomous,a.自治的,0.922113101
autonomy,n.自治，独立,0.342365933
auxiliary,a.辅助的，协助的,0.667324659
avarice,n.贪财，贪婪,0.544741813
avaricious,a.贪婪的，贪心的,0.11683751
aver,v.极力声明；断言；确证,0.389954777
averse,a.不愿的;反对的,0.5102075
aversion,n.嫌恶，憎恨,0.285219434
avert,v.避免，防止；避开,0.428636535
avid,a.渴望的；热心的,0.182912443
avocation,n.副业；嗜好,0.3695198
avocational,a.副业的，嗜好的,0.982546962
avoid,v.避开，躲避,0.7969216
avow,v.承认；公开宣称,0.572660391
awe,n./v.敬畏,0.384664177
awe-inspiring,a.令人敬畏的,0.950204537
awe-struck,a.充满敬畏的,0.404548398
awkward,a.笨拙的；难用的；不便的,0.995650202
awry,a.扭曲的，走样的,0.639422225
axiom,n.公理；定理,0.500561
azure,n.天蓝色 a.蔚蓝的,0.101601585
backdrop,n.(事情的)背景；背景幕布,0.176298999
backset,n.倒退,0.4547466
backside,v.故态复萌,0.710194832
bacterium,n.细菌,0.518335193
badge,n.徽章(如校徽等),0.644106626
badger,n.獾；v.一再烦扰，一再要求,0.838603441
badinage,n.开玩笑，打趣,0.127837419
baffle,v.使困惑，难倒,0.413427344
bait,n.诱饵；v.逗弄；激怒,0.708739586
balderdash,n.胡言乱语，废话,0.35442306
bale,n.大包裹；灾祸，不幸,0.236189567
balk,n.大方木料；v.妨碍；(因困难等)不愿前进或从事某事,0.046770926
ballad,n.歌谣，小曲,0.201443965
ballot,n./v.投票,0.125278792
ballyhoo,n.喧闹，呐喊 v.大肆宣传，大吹大擂,0.341489531
balm,n.香油，药膏；镇痛剂,0.775785746
balmy,a.(气候)温和的；芳香的,0.929863256
balse,a.厌倦享乐的，玩厌了得,0.509203262
bamboozle,v.欺骗，隐瞒,0.434260267
ban,n.禁令,0.473152483
banal,a.陈腐的,0.421058944
bane,n.祸根,0.862119721
banish,v.放逐某人,0.709530406
banter,n.打趣，玩笑,0.652967857
bar,v.禁止，阻挡；n.条，棒；酒吧,0.043243406
barbarous,a.野蛮的；残暴的,0.406964487
bare,v.暴露；a.赤裸的,0.160611599
barefaced,a.厚颜无耻的，公然的,0.051781388
bargain,n.交易; 物美价廉的东西；v.讨价还价,0.021771099
barn,n.谷仓,0.147525892
baroque,n./a.(艺术、建筑等)过分雕琢(的)；（艺术）巴洛克,0.334386301
barrage,n.弹幕,0.701990426
barren,a.不育的；贫瘠的；不结果实的,0.165544193
barrier,n.路障；障碍,0.099332291
barrister,n.出庭律师，律师,0.868185424
barter,v.易货贸易,0.248029252
base,a.卑鄙的,0.613093881
bashfulness,n.羞怯,0.96312964
bask,v.晒太阳，取暖,0.526123458
bastion,n.堡垒，防御工事,0.746780082
bawl,v.大叫，大喊,0.056226253
bazaar,n.集市，商店集中区,0.869065215
beacon,n.烽火；灯塔,0.200911385
beaded,a.以珠装饰的,0.558236692
beam,n.(房屋等)大梁；光线,0.457384026
bearing,n.关系，意义；方位,0.674056135
beatific,a.幸福的，快乐的,0.439231695
beckon,v.召唤，示意,0.593374489
bedraggled,a.弄湿的；凌乱不堪的,0.861052261
befoul,v.弄脏，诽谤,0.18692539
befriend,a.以朋友态度对待的,0.175079939
befuddlement,n.迷惑不解,0.200852504
beget,v.产生，引起,0.11473114
begrudge,v.吝啬，勉强给,0.046165602
behold,v.注视，看见,0.785989662
beholden,a.感谢；欠人情,0.246570193
behoove,v.理应，有义务,0.922596573
belabor,v.过分冗长地做或说；痛打,0.855913014
beleaguer,v.围攻；骚扰,0.168618702
belie,v.掩饰；证明为假,0.087376391
belittle,v.轻视，贬抑,0.688411978
bellicose,a.好战的，好斗的,0.662643367
belligerence,n.交战；好战性，斗争性,0.882365251
belligerence,n.交战；好战性，斗争性,0.453535574
bellow,v.咆哮，吼叫,0.739371964
belongings,n.所有物，财产,0.57810808
bemuse,v.使迷惑,0.375597849
bemused,a.茫然的，困惑的,0.578261711
benefactor,n.行善者，捐助者,0.310288982
beneficent,a.慈爱的；有益的,0.353700357
beneficiary,n.受益人,0.280013242
benevolent,a.善心的，仁心的,0.399667656
benign,a.慈祥的,0.89129212
berate,v.猛烈责骂,0.253695842
bereave,v.夺去，丧亲,0.899636369
berserk,a.狂怒的，狂暴的,0.848006403
beseech,v.恳求,0.522655337
beset,v.镶嵌；困扰,0.31064326
besiege,v.围攻，困扰,0.371485036
besmirch,v.诽谤,0.604160341
besot,v.使沉醉，使糊涂,0.197645297
bestow,v.给予，赐赠,0.525906541
betoken,v.预示，表示,0.519586966
betray,v.背叛；暴露,0.219354484
bewilder,v.迷惑，混乱,0.358565098
bewildering,a.令人迷惑的；费解的,0.316458137
bias,n.偏见  v.使有偏见,0.575028839
bibliomania,n.藏书癖,0.164311741
bicker,v.为小事争吵,0.02104139
bid,v.命令；出价，投标,0.172801537
bide,v.等待，逗留,0.138166607
bifurcate,v.分为两支，分叉,0.909882812
bigot,n.(宗教、政治等的)盲信者；心胸狭窄者,0.177314971
bilateral,a.两边的；双边的,0.636097361
bile,n.胆汁；愤怒,0.606095502
bilingual,a.(说)两种语言的,0.154926605
bilk,v.躲债；骗取,0.994255752
bin,n.大箱子,0.707555125
birthright,n.与生俱来的权利,0.863254718
bizarre,a.奇异的，古怪的,0.774388794
blackball,v.投票反对；排斥,0.142368141
blackmail,v./n.  敲诈，勒索,0.181917589
blade,n.刀锋，刀口,0.093943773
blameworth,a.该谴责的，有过失的,0.1866744
blanch,v.使变白；使(脸色)变苍白,0.439430206
bland,a.(人)情绪平稳的；(食物)无味的,0.211409844
blandishment,n.奉承，甘言劝诱,0.864866828
blare,v.高声发出,0.17227401
blasphemy,n.亵渎，渎神,0.156612137
blatant,a.厚颜无耻的；显眼的；炫耀的,0.390997222
blather,v.喋喋不休地胡说，唠叨,0.596897553
blazing,a.炽热的，闪耀的,0.086176463
bleach,v.漂白,0.962299076
bleak,a.寒冷的；阴沉的；阴郁的，暗淡的,0.996182363
blear,v.使模糊 a.模糊的,0.699248041
blemish,v.损害；玷污；n.瑕疵，缺点,0.758159531
blighted,a.枯萎的；衰老的,0.860197291
bliss,n.狂喜；福佑，天赐的福,0.38509451
blissful,a.极幸福的,0.46702614
blithe,a.快乐的，无忧无虑的,0.616268482
bloated,a.肿胀的；傲慢的,0.751725096
blockade,v./n.封锁,0.251644595
blockage,n.障碍物,0.351145438
blockbuster,n.巨型炸弹；一鸣惊人的事物,0.490257192
blooming,a.有花的；精力旺盛的,0.440445184
blossom,n.花 v.（植物）开花,0.874901162
blueprint,n.蓝图；方案,0.210028975
bluff,n.虚张声势；悬崖峭壁,0.34731651
blunt,a.钝的；直率的；v.变钝,0.483157588
blur,n.模糊不清的事物；v.使…模糊,0.946019204
boast,v./n.自夸,0.616590962
boastfulness,n.自吹自擂；浮夸,0.690166736
bob,v.轻拍，轻叩；使上下快速摆动,0.346099671
bode,v.预示,0.54315502
boding,n.凶兆，前兆，预感 a.凶兆的，先兆的,0.965003853
boggle,v.畏缩不前；使退缩,0.457019477
bogus,a.假装的，假的,0.984322996
boisterous,a.喧闹的；猛烈的,0.313645032
bolster,n.枕垫；v.支持，鼓励,0.393119821
bombast,n.高调，夸大之辞,0.381289632
bombastic,a.夸夸其谈的,0.236462417
bonanza,n.富矿脉，贵金属矿,0.97735711
bondage,n.奴役，束缚,0.645836999
bonhomie,n.好性情，和蔼,0.002922589
bonny,a.健美的，漂亮的,0.863044471
boo,v.发出嘘声 ,0.920792985
boom,n.繁荣昌盛时期；v.发出深沉有回响的声音,0.665454332
boon,n.恩惠，天赐福利,0.46593369
boor,n.举止粗野的人；乡下人,0.609607806
boost,v.往上推；增加，提高,0.582283936
bootless,a.无益处的；无用的,0.774911973
boreal,a.北方的，北风的,0.943869958
boredom,n.厌烦；令人厌烦的事物,0.585053773
boring,a.无趣的，乏味的,0.435026681
bouffant,a.蓬松的；鼓胀的,0.518327705
bough,n.大树枝,0.724703006
boulder,n.巨砾,0.006843477
bouncing,a.活泼的；健康的,0.679170963
boundless,a.无限的，无边无际的,0.995487121
bounteous,a.慷慨的；丰富的,0.576853457
bouquet,n.花束；芳香,0.696768168
bovine,a.（似）牛的；迟钝的,0.137718728
bowdlerize,v.删除，删改,0.079278031
bowlegged,a.弯脚的，弓形腿的,0.536827891
brace,v.使稳固，架稳；n.支撑物,0.243149937
bracelet,n.手镯，臂镯,0.581230151
bracing,a.令人振奋的,0.132837005
brackish,a.微咸的；难吃的,0.81043079
brag,v.吹嘘,0.844261245
braggart,n.吹牛者,0.151806937
braid,n.穗子；发辫；v.编成辫子,0.989475403
braise,v.炖，蒸,0.299063017
brake,n.刹车；v.减速，阻止,0.699028123
brassy,a.厚脸皮的，无礼的,0.050861069
brat,n.孩子；顽童,0.381912741
brattish,a.(指小孩）讨厌的，被宠坏的，无礼的,0.394422095
bravado,n.故作勇敢，虚张声势,0.596907166
bray,v.大声而刺耳地发出(叫唤或声音）,0.443758374
brazen,a.厚脸皮的,0.523217993
breach,n.裂缝，缺口；v.打破，裂开；违背,0.577513401
breed,v.繁殖；教养；n.品种，种类,0.105937991
brevity,n.短暂,0.613201673
brew,v.酿酒；沏，煮咖啡；酝酿，即将发生,0.203364147
bribe,v.贿赂,0.058519614
bricklayer,n.砌砖盖房者，泥瓦匠,0.830043964
bridle,n.马笼头，马缰；v.抑制，控制,0.588971349
brilliant,a.卓越的；辉煌的，壮丽的,0.47954438
brink,n.(峭壁的)边沿，边缘,0.720602012
briny,a.盐水的，咸的,0.543223146
brisk,a.敏捷的，活泼的；清新健康的,0.483768734
bristling,a.竖立的,0.200016774
brittle,a.易碎的，脆弱的,0.28641738
brochure,n.小册子，说明书,0.161878667
bromide,n.平庸的人或话；溴化物,0.713490862
brook,n.小河,0.828158835
browbeat,v.欺侮；吓唬,0.187537482
browse,v.吃草；浏览 n.嫩叶；嫩芽,0.97783252
bruise,v.受伤，擦伤,0.720503184
bruit,v.散布(谣言),0.058993629
brusque,a.唐突的，鲁莽的,0.928306753
brusque,a.唐突的，鲁莽的,0.929563178
brutal,a.残忍的；严酷的,0.76587286
brutal,a.残忍的；严酷的,0.174167367
